150.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
450.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
750.3412162162163 741.0 826.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1052.6920415224913 1002.4 985.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1352.88125 1202.0 1205.5 1331.28 1351.6315789473683 1349.4333333333334 1378.0 1370.6170212765958 1354.6666666666667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1665.5 1501.5 1504.0 1597.0 1532.0 1563.0 1512.0 1742.0 1784.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1871.0 1802.5 1804.5 1972.0 2048.5 2010.5 2084.5 1932.0 1822.5 1873.8684210526317 1879.75 NA NA NA NA NA NA NA NA NA NA NA NA NA
2259.3333333333335 2109.0 2103.5 2322.0 2160.5 2286.5 2129.0 2194.5 2385.5 2229.814814814815 2316.5714285714284 2257.25 NA NA NA NA NA NA NA NA NA NA NA NA
2693.0 2410.5 2404.5 2575.5 2513.0 2543.5 2428.0 2608.0 2665.0 2468.818181818182 2478.7619047619046 2571.1944444444443 2464.0 NA NA NA NA NA NA NA NA NA NA NA
2763.5 2994.5 2704.5 2939.5 2847.0 2966.190476190476 2873.5 2737.5416666666665 2789.0 2897.909090909091 2715.9444444444443 2819.44 2875.9565217391305 2750.6666666666665 2977.222222222222 NA NA NA NA NA NA NA NA NA
3237.0 3075.0 3005.5 3185.3809523809523 3162.0 3096.0 3046.5 3110.2 3292.5 3033.5 3015.0 3138.0 3213.5 3176.8333333333335 3190.451612903226 3197.1666666666665 3057.5 NA NA NA NA NA NA NA
3472.0 3377.5 3307.5 3359.8888888888887 3450.5 3433.5 3323.3333333333335 3600.923076923077 3560.0 3583.0 3326.5 3396.5 3417.0 3523.846153846154 3495.5 3464.5416666666665 3331.590909090909 NA NA NA NA NA NA NA
3653.5 3833.0 3608.5 3816.5 3673.5 3901.5 3848.5 3616.5 3756.5 3799.5 3863.5 3883.0 3735.5 3778.5 3694.5 3633.5 3715.5 NA NA NA NA NA NA NA
4088.0 4200.0 3910.5 4123.0 4029.0 3919.0 4139.5 4106.0 3990.5 4048.0 3972.0 3954.0 3935.5 4068.0 4179.0 4010.0 4158.0 NA NA NA NA NA NA NA
4272.5 4366.5 4211.5 4423.5 4461.5 4310.0 4480.5 4405.5 4442.0 4327.5 4220.5 4254.5 4237.0 4346.5 4500.5 4386.5 4291.5 NA NA NA NA NA NA NA
4600.0 4734.5 4512.5 4653.0 4756.5 4634.5 4672.0 4535.0 4778.5 4617.0 4550.0 4520.5 4565.5 4692.0 4802.0 4582.5 4713.0 NA NA NA NA NA NA NA
5003.5 5023.0 4815.5 4984.5 5063.0 5043.0 4925.5 4823.5 4944.5 4907.5 4890.0 5082.5 4838.0 4872.0 5103.5 4854.0 4964.5 NA NA NA NA NA NA NA
5266.0 5366.5 5116.5 5228.0 5324.5 5304.5 5140.0 5210.5 5157.5 5285.0 5410.5 5247.0 5124.5 5193.5 5389.0 5175.5 5345.0 NA NA NA NA NA NA NA
5510.5 5646.0 5421.5 5667.0 5688.5 5529.0 5493.5 5606.0 5460.5 5625.5 5548.0 5444.0 5429.0 5567.0 5711.5 5476.071428571428 5586.5 5481.333333333333 NA NA NA NA NA NA
5916.0 5827.0 5724.5 5975.5 5790.0 5935.5 5753.0 5808.5 5882.0 5737.5 5997.0 5955.0 6017.5 5864.5 5770.5 5899.666666666667 5846.0 5835.363636363636 NA NA NA NA NA NA
6204.5 6168.5 6028.5 6150.0 6064.0 6284.0 6186.0 6080.5 6243.5 6048.5 6224.5 6097.0 6263.0 6114.0 6131.5 6324.0 6305.0 6035.5 NA NA NA NA NA NA
6358.0 6393.0 6333.5 6446.5 6533.5 6514.5 6626.5 6588.5 6429.0 6478.5 6375.5 6551.5 6411.0 6342.0 6569.058823529412 6495.5 6607.5 6463.0 6578.0 NA NA NA NA NA
6811.5 6908.5 6636.5 6676.5 6763.0 6693.5 6711.0 6880.0 6779.5 6862.0 6828.0 6845.0 6646.0 6926.0 6797.285714285715 6728.0 6745.5 6661.5 6846.9473684210525 NA NA NA NA NA
7045.0 7133.0 NA 7116.0 7150.5 7169.0 6995.5 7225.5 6969.0 7098.5 7062.5 7187.5 7011.5 7080.5 6982.0 6941.5 7206.0 6955.0 7028.0 NA NA NA NA NA
7506.0 7348.5 NA 7271.5 7332.0 7365.5 7287.0 7526.0 7449.0 7414.0 7383.0 7255.5 7302.0 7487.0 7398.5 7241.5 7467.5 7316.5 7431.5 NA NA NA NA NA
7636.0 7740.0 NA 7808.5 7652.5 7558.5 7543.5 7789.5 7619.5 7687.5 7603.5 7826.5 7573.5 7722.5 7588.0 7756.0 7669.5 7771.5 7705.0 NA NA NA NA NA
7857.0 8104.0 NA 8014.0 7941.0 8049.5 NA 7959.0 7977.0 7888.0 7905.0 8085.0 7872.0 7995.0 8067.0 8032.0 7923.0 7842.5 8123.0 NA NA NA NA NA
8156.5 8364.5 NA 8253.5 8220.5 8204.0 NA 8344.5 8383.5 8325.5 8140.5 8402.5 8187.5 8271.5 8289.5 8236.5 8307.5 8172.0 8422.5 NA NA NA NA NA
8620.5 8698.5 NA 8581.5 8543.0 8492.5 NA 8639.5 8561.5 8441.0 8526.0 NA 8678.5 8475.0 8659.5 8458.0 8601.5 8509.5 8720.5 NA NA NA NA NA
8920.0 9020.0 NA 8809.0 8845.5 8864.0 NA 8939.0 8790.0 8771.5 8827.5 NA 8958.0 8901.5 8883.0 8754.5 8999.0 8739.0 8978.0 NA NA NA NA NA
9121.5 9319.5 NA 9255.5 9275.5 9158.5 NA 9176.5 9215.5 9053.5 9038.0 NA 9235.5 9140.0 9103.5 9070.0 9195.5 9086.5 9296.5 NA NA NA NA NA
9400.0 9458.5 NA 9621.0 9600.0 9579.5 NA 9498.0 9438.0 9383.0 9337.5 NA 9538.0 9517.5 9479.0 9366.5 9559.0 9351.0 9418.5 NA NA NA NA NA
9860.0 9765.0 NA 9821.5 9801.5 9705.0 NA 9879.5 9920.5 9653.5 9783.5 NA 9724.5 9841.0 9670.5 9638.5 9744.5 9687.5 9900.0 NA NA NA NA NA
10138.5 10219.5 NA 10178.0 9990.5 10008.5 NA 10199.0 10158.0 10119.5 9973.0 NA 10065.0 10026.5 9939.0 10083.0 10101.0 9956.0 10045.5 NA NA NA NA NA
10458.0 10359.0 NA 10418.5 10498.5 10438.0 NA 10378.5 10398.5 10340.0 10285.5 NA 10518.5 10237.5 10253.5 10269.5 10478.5 10302.5 10321.0 NA NA NA NA NA
10625.0 10660.5 NA 10777.0 10679.0 10756.5 NA 10698.0 10736.0 10606.5 10643.0 NA 10819.0 10589.0 10716.5 10572.0 10798.0 10555.0 10537.5 NA NA NA NA NA
11033.5 11095.5 NA 10975.5 10937.5 10919.0 NA 11053.5 11013.5 10901.0 10836.5 NA 11117.0 10994.5 10956.0 10868.5 11074.5 10884.5 10852.0 NA NA NA NA NA
11284.0 11325.0 NA 11304.0 11249.0 11346.0 NA 11148.5 11367.0 11180.5 11134.5 NA 11414.0 11232.0 11197.5 11266.0 11389.5 11215.0 11164.5 NA NA NA NA NA
11478.5 11574.5 NA 11497.5 11712.5 11612.5 NA 11516.0 11632.5 11670.0 11432.0 NA 11691.0 11593.5 11461.0 11533.5 11553.5 11445.0 11651.5 NA NA NA NA NA
11889.0 11870.0 NA 11991.0 11970.0 11851.0 NA 11797.5 11949.0 11748.5 11764.5 NA 11909.0 11929.0 11815.5 11731.0 12013.0 11833.0 11780.0 NA NA NA NA NA
12112.0 12200.5 NA 12090.0 12157.0 NA NA 12264.0 12134.0 12243.0 12032.5 NA 12286.0 12050.0 12222.0 NA 12310.0 12179.0 12069.0 NA NA NA NA NA
12497.5 12392.0 NA 12350.0 12371.0 NA NA 12432.5 12475.5 12412.5 12540.5 NA 12586.5 12331.0 12453.5 NA 12562.5 12519.5 12609.5 NA NA NA NA NA
12817.0 12669.5 NA 12752.5 12859.5 NA NA 12838.0 12690.0 12711.0 12630.0 NA 12774.0 12881.0 12732.0 NA 12904.5 12649.5 12796.0 NA NA NA NA NA
12989.5 13093.0 NA 13050.0 12948.0 NA NA 13136.5 13071.5 12927.5 13009.5 NA 13180.5 13029.5 13158.5 NA 13205.0 12969.0 13114.5 NA NA NA NA NA
NA 13336.0 NA 13241.0 13287.5 NA NA NA 13491.5 13438.5 NA NA 13386.5 NA NA NA NA NA NA NA NA NA NA NA
NA 13665.5 NA 13607.0 13787.5 NA NA NA 13726.5 NA NA NA 13548.5 NA NA NA NA NA NA NA NA NA NA NA
NA 13922.5 NA 13998.5 13851.5 NA NA NA NA NA NA NA 14077.5 NA NA NA NA NA NA NA NA NA NA NA
NA 14299.0 NA 14377.5 14225.0 NA NA NA NA NA NA NA 14153.5 NA NA NA NA NA NA NA NA NA NA NA
NA 14679.5 NA 14528.0 14453.5 NA NA NA NA NA NA NA 14603.5 NA NA NA NA NA NA NA NA NA NA NA
NA 14829.5 NA 14905.5 14980.5 NA NA NA NA NA NA NA 14755.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA 15165.5 15266.5 NA NA NA NA NA NA NA 15066.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 15540.0 NA NA NA NA NA NA NA 15390.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 15690.0 NA NA NA NA NA NA NA 15840.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 15990.5 NA NA NA NA NA NA NA 16140.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 16290.0 NA NA NA NA NA NA NA 16440.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 16590.5 NA NA NA NA NA NA NA 16740.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 16889.0 NA NA NA NA NA NA NA 17039.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 17340.0 NA NA NA NA NA NA NA 17190.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 17493.5 NA NA NA NA NA NA NA 17643.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 17939.0 NA NA NA NA NA NA NA 17789.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 18240.0 NA NA NA NA NA NA NA 18090.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 18538.5 NA NA NA NA NA NA NA 18388.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 18837.5 NA NA NA NA NA NA NA 18687.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 19136.0 NA NA NA NA NA NA NA 18986.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 19437.0 NA NA NA NA NA NA NA 19287.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 19734.5 NA NA NA NA NA NA NA 19575.92 NA NA NA NA NA NA 19589.60714285714 NA NA NA NA
NA NA NA NA 20048.0 NA NA NA NA NA NA NA 19939.42105263158 NA NA NA NA NA NA 19875.298076923078 NA NA NA NA
NA NA NA NA 20352.5 NA NA NA NA NA NA NA 20248.666666666668 NA NA NA NA NA NA 20167.360824742267 NA NA NA NA
