300 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
300 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
296 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
289 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 3 4 25 19 30 6 47 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104 2 3 33 27 35 13 49 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 2 2 37 36 40 36 43 34 38 20 0 0 0 0 0 0 0 0 0 0 0 0 0
3 9 2 35 32 36 31 36 36 27 42 12 0 0 0 0 0 0 0 0 0 0 0 0
21 10 2 32 29 32 25 33 35 22 21 36 2 0 0 0 0 0 0 0 0 0 0 0
22 20 2 30 27 21 26 24 29 22 18 25 23 3 9 0 0 0 0 0 0 0 0 0
23 19 2 21 25 6 6 5 28 20 17 23 24 30 31 6 16 0 0 0 0 0 0 0
21 18 2 9 22 12 3 13 25 21 16 20 21 26 26 24 22 0 0 0 0 0 0 0
20 19 2 14 20 16 12 14 22 20 18 21 20 22 22 20 20 0 0 0 0 0 0 0
19 21 2 17 19 15 16 17 20 19 17 19 18 21 21 19 21 0 0 0 0 0 0 0
18 20 2 18 20 17 18 18 19 18 16 18 17 20 22 20 20 0 0 0 0 0 0 0
17 22 2 19 22 18 19 15 22 17 15 14 16 21 25 18 21 0 0 0 0 0 0 0
18 21 2 20 21 19 18 14 20 18 17 18 15 19 24 17 20 0 0 0 0 0 0 0
19 22 2 19 20 20 17 16 18 19 20 19 14 18 23 18 21 0 0 0 0 0 0 0
18 21 2 21 22 19 16 19 16 20 19 17 13 19 24 14 20 3 0 0 0 0 0 0
19 19 2 22 19 20 15 18 17 16 21 19 20 18 20 9 19 11 0 0 0 0 0 0
20 18 2 19 17 21 17 16 18 14 20 17 21 17 18 17 21 12 0 0 0 0 0 0
17 17 2 18 18 20 18 18 17 16 18 18 19 15 17 18 20 15 2 0 0 0 0 0
16 18 2 16 17 18 17 19 16 17 17 17 17 17 7 17 18 14 19 0 0 0 0 0
17 17 0 17 18 19 16 20 15 18 18 18 16 18 11 14 19 13 17 0 0 0 0 0
19 16 0 16 17 18 15 21 17 17 17 16 15 19 14 12 20 14 18 0 0 0 0 0
17 17 0 18 16 16 14 20 16 18 16 18 14 18 15 15 18 16 17 0 0 0 0 0
15 19 0 19 17 18 0 19 17 17 17 19 15 19 17 17 19 14 19 0 0 0 0 0
16 20 0 18 16 17 0 20 18 18 16 20 16 18 18 16 18 15 20 0 0 0 0 0
18 22 0 20 17 18 0 20 20 17 17 0 18 17 20 17 20 16 22 0 0 0 0 0
19 21 0 19 18 19 0 19 19 18 18 0 19 18 19 16 21 15 21 0 0 0 0 0
18 24 0 20 20 18 0 18 20 16 15 0 20 19 18 17 20 16 22 0 0 0 0 0
17 22 0 21 21 20 0 19 19 17 12 0 21 20 19 16 21 15 20 0 0 0 0 0
19 21 0 20 20 19 0 20 20 16 16 0 20 19 18 14 20 16 21 0 0 0 0 0
20 20 0 21 18 18 0 21 19 18 17 0 19 18 17 17 19 17 20 0 0 0 0 0
21 19 0 20 20 19 0 20 20 19 16 0 20 16 16 16 20 18 19 0 0 0 0 0
19 18 0 21 19 20 0 19 21 18 17 0 21 17 18 17 21 17 18 0 0 0 0 0
20 20 0 20 18 19 0 20 20 17 14 0 23 18 19 16 22 16 17 0 0 0 0 0
19 21 0 21 17 21 0 16 21 16 12 0 25 17 18 17 24 17 16 0 0 0 0 0
18 20 0 20 20 20 0 17 20 19 11 0 23 18 17 18 22 15 18 0 0 0 0 0
19 19 0 21 21 19 0 18 21 18 14 0 21 19 18 17 23 17 17 0 0 0 0 0
21 22 0 23 23 0 0 21 23 21 16 0 23 19 21 0 25 21 19 0 0 0 0 0
22 21 0 21 21 0 0 20 22 20 20 0 24 17 22 0 24 22 22 0 0 0 0 0
21 20 0 20 22 0 0 21 21 21 19 0 23 21 21 0 26 20 21 0 0 0 0 0
20 21 0 21 21 0 0 22 22 20 20 0 22 20 22 0 27 21 22 0 0 0 0 0
0 49 0 45 48 0 0 0 54 52 0 0 52 0 0 0 0 0 0 0 0 0 0 0
0 60 0 57 60 0 0 0 62 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0
0 74 0 78 68 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0
0 77 0 80 71 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0
0 78 0 77 72 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0
0 76 0 76 74 0 0 0 0 0 0 0 73 0 0 0 0 0 0 0 0 0 0 0
0 0 0 100 102 0 0 0 0 0 0 0 98 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 155 0 0 0 0 0 0 0 145 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 145 0 0 0 0 0 0 0 155 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 146 0 0 0 0 0 0 0 154 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 145 0 0 0 0 0 0 0 155 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 146 0 0 0 0 0 0 0 154 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 143 0 0 0 0 0 0 0 157 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 155 0 0 0 0 0 0 0 145 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 152 0 0 0 0 0 0 0 148 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 157 0 0 0 0 0 0 0 143 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 155 0 0 0 0 0 0 0 145 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 158 0 0 0 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 160 0 0 0 0 0 0 0 140 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 163 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 161 0 0 0 0 0 0 0 139 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 166 0 0 0 0 0 0 0 50 0 0 0 0 0 0 84 0 0 0 0
0 0 0 0 139 0 0 0 0 0 0 0 57 0 0 0 0 0 0 104 0 0 0 0
0 0 0 0 132 0 0 0 0 0 0 0 72 0 0 0 0 0 0 97 0 0 0 0
0 0 0 0 167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 133 0 0 0 0
0 0 0 0 174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 0 0 0 0
0 0 0 0 173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 0 0 0 0
0 0 0 0 180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 0 0 0 0
0 0 0 0 178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122 0 0 0 0
0 0 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134 28 0 0 0
0 0 0 0 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 124 0 0 0
0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 80 0 0 0
0 0 0 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87 81 0 0 0
0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86 92 0 0 0
0 0 0 0 103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 115 0 0 0
0 0 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 99 0 0 0
